network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
HL,ARG,SH,36.21356,28.12122,148.0,400.0,manual,0.5,17.770000457763672,2230.0,manual,0.5,13545470,2009-07-15 05:07:12.03,1.24,35.3601,28.6322,1.2616,29.205,4.45384,26.8,,3.9,mb,,,0.95,105.36,334.4,[33.70000076 36.09999847 30.79999924],[[5759.]],2009-07-15 05:07:25.800000,earthquake_local,ARG.HL_20090715050724_EV
PB,B072,EH,35.831,-120.345,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-08 12:12:00,noise,B072.PB_200801081212_NO
GM,AA12,HH,39.53523,-121.4669,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-17 05:45:00,noise,AA12.GM_201710170545_NO
AV,ANPB,EH,56.8016,-158.2829,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:40:48,noise,ANPB.AV_20180115084048_NO
AV,AKV,BH,54.1253,-165.9647,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-14 03:34:00,noise,AKV.AV_201608140334_NO
PB,B072,EH,35.831,-120.345,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-28 03:21:00,noise,B072.PB_201001280321_NO
AV,AKGG,BH,54.1979,-165.9936,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:36:48,noise,AKGG.AV_20180115023648_NO
AV,AMKA,BH,51.3771,179.3,116.0,900.0,manual,0.03,40.060001373291016,3836.0,manual,0.0,us20006ve2,2016-08-30 13:06:40.580000,1.47,50.8728,175.184,0.72,263.0,,15.0,9.9,3.1,ml,,,2.64214,293.28,257.3846,[19.60000038 22.60000038 16.        ],[[5999.]],2016-08-30 13:07:11.640000,earthquake_local,AMKA.AV_20160830130711_EV
PB,B003,EH,48.06236,-124.14086,284.7,400.0,manual,0.95,9.029999732971191,1129.0,manual,0.93,uw10827313,2011-08-30 06:00:49.820000,,47.5933333,-123.9861667,0.12,146.0,0.5,25.66,0.65,0.6,md,UW,,0.4808,53.42,167.6,[14.80000019 16.79999924 17.89999962],[[3199.]],2011-08-30 06:00:54.850000,earthquake_local,B003.PB_20110830060053_EV
PB,B075,EH,35.9292,-120.5153,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-11 03:33:00,noise,B075.PB_201612110333_NO
SN,AL5S,EH,36.8596,-116.4556,1366.0,600.0,manual,0.0,5.871310234069824,1039.14,manual,0.0,nn00183961,2006-06-24 18:59:59.816000,,37.0077,-116.1306,0.1288,76.36,0.0,3.4,4.2,0.5,ml,NN,,0.299,33.29,60.33,[27.60000038 25.89999962 24.70000076],[[2409.]],2006-06-24 18:59:59.687310,earthquake_local,AL5S.SN_20060624185958_EV
PB,B046,EH,40.32197,-124.2843,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-07 10:48:00,noise,B046.PB_201603071048_NO
C,AGCH,SH,-37.8093,-72.6966,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-03 05:18:00,noise,AGCH.C_201006030518_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,800.0,manual,0.68,1.2599999904632568,882.0,manual,0.55,hv61515561,2016-12-11 09:55:44.510000,,19.38683,-155.27917,,,,2.64,,1.08,md,,,0.02122,2.36,315.9,[34.59999847 38.59999847 48.5       ],[[1928.]],2016-12-11 09:55:37.770000,earthquake_local,AHUD.HV_20161211095536_EV
GE,BOAB,HH,12.4493,-85.665901,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 21:36:31,noise,BOAB.GE_20180116213631_NO
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-26 08:33:48,noise,ARK2.7F_20100726083348_NO
C1,AF01,HH,-22.95196,-68.17876,2442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 20:31:18,noise,AF01.C1_20180116203118_NO
IU,AFI,BH,-13.9085,-171.7827,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:45:42,noise,AFI.IU_20180115014542_NO
EC,ANTS,HH,-0.4973,-78.170403,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 09:03:12,noise,ANTS.EC_20180116090312_NO
AV,ANON,EH,56.919,-158.1737,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 06:39:42,noise,ANON.AV_20180116063942_NO
HT,AGG,HH,39.021099,22.336,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 13:49:30,noise,AGG.HT_20180115134930_NO
PB,B066,EH,36.85753,-121.59217,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-31 19:40:00,noise,B066.PB_201708311940_NO
IV,APPI,EH,46.47868,11.22813,1056.0,800.0,manual,0.5,13.90999984741211,1670.0,manual,0.5,12654077,2007-05-13 01:45:55.69,0.23,47.1658,11.127,1.0528,40.501,2.3787,11.6,,1.9,mb,,,0.69,76.77,174.2,[12.69999981 18.         21.60000038],[[3199.]],2007-05-13 01:46:01.600000,earthquake_local,APPI.IV_20070513014600_EV
AV,ANCK,BH,58.1981,-155.4961,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-21 08:13:00,noise,ANCK.AV_201806210813_NO
CN,A54,HH,47.4568,-70.4134,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 14:18:54,noise,A54.CN_20180116141854_NO
TX,ALPN,HH,30.374479,-103.638519,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-16 07:56:00,noise,ALPN.TX_20200316075600_NO
5H,BEAV,HH,37.998402,-77.999298,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:15:54,noise,BEAV.5H_20180115061554_NO
PB,B004,EH,48.201925,-124.427006,30.0,700.0,manual,0.61,12.149999618530272,1615.0,manual,0.91,uw60641406,2013-12-01 12:04:55.780000,,48.83083,-124.10667,,,,21.58,,1.5,md,,,0.6645,73.83,18.8,[24.         25.         20.79999924],[[2693.]],2013-12-01 12:05:00.930000,earthquake_local,B004.PB_20131201120459_EV
BK,BL67,HH,37.87492,-122.24318,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-13 02:04:00,noise,BL67.BK_201605130204_NO
C1,AC02,HH,-26.8355,-69.1291,3980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-29 10:18:00,noise,AC02.C1_201608291018_NO
PB,B020,EH,46.3827,-123.8445,31.2,500.0,manual,0.95,9.84000015258789,1226.0,manual,0.93,uw10820283,2011-03-13 06:47:12.700000,,46.5965,-124.388,0.26,239.0,2.8,44.21,3.94,1.7,md,UW,,0.4321,48.02,299.5,[37.29999924 41.         28.60000038],[[1928.]],2011-03-13 06:47:17.540000,earthquake_local,B020.PB_20110313064716_EV
AV,AKBB,BH,54.0975,-165.9338,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:52:42,noise,AKBB.AV_20180115015242_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,800.0,manual,0.28,23.59000015258789,2727.0,manual,0.53,us1000bxbh,2017-12-22 03:43:54.170000,0.57,51.5435,-176.3946,0.28,216.0,,37.96,,3.3,ml,,,1.51317,167.96,243.3166,[27.79999924 31.5        30.89999962],[[5495.]],2017-12-22 03:44:09.760000,earthquake_local,ATKA.AK_20171222034409_EV
CN,A11,HH,47.2431,-70.1969,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:31:00,noise,A11.CN_20180115083100_NO
AE,BARN,HH,35.27668,-111.73571,2254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:52:00,noise,BARN.AE_20180115085200_NO
KZ,ABKAR,BH,49.2556,59.9431,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-06 03:35:00,noise,ABKAR.KZ_201207060335_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,793.0,autopicker,0.62,4.21999979019165,1109.0,autopicker,0.85,hv60907216,2015-04-28 11:56:54.740000,,19.34383,-155.632,,,,2.5,,1.41,md,,,0.1674,18.63,260.0,[6.0999999 9.        7.9000001],[[2313.]],2015-04-28 11:56:51.030000,earthquake_local,AIND.HV_20150428115650_EV
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-19 09:04:00,noise,ASNY.LD_201805190904_NO
GO,AKH,HH,41.41,43.492901,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 19:58:24,noise,AKH.GO_20180115195824_NO
HT,AOS,HH,39.16543,23.86388,230.0,400.0,manual,0.5,8.010000228881836,1000.0,manual,0.5,13399047,2008-11-02 21:55:13.79,0.64,38.8189,23.609,0.7039,134.32,6.8027,13.69,,2.2,ml,,,0.41,44.36,31.0,[33.09999847 29.20000076 39.5       ],[[1915.]],2008-11-02 21:55:17.800000,earthquake_local,AOS.HT_20081102215516_EV
HT,AGG,HH,39.0211,22.336,625.0,600.0,manual,0.5,32.34000015258789,3256.0,autopicker,0.74,605116326,2014-02-01 00:00:37.62,1.09,38.236,20.3851,0.4278,159.531,7.59123,13.54,,3.2,ml,,,1.71,190.92,62.1,[5.         9.30000019 0.        ],[[5900.]],2014-02-01 00:01:03.960000,earthquake_local,AGG.HT_20140201000102_EV
CC,ASBU,BH,43.82056,-121.368401,1538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-28 13:58:00,noise,ASBU.CC_201411281358_NO
C1,AY03,HH,-47.253042,-72.590769,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 03:55:12,noise,AY03.C1_20180115035512_NO
AV,AKMO,BH,54.0903,-166.0126,277.0,510.0,autopicker,0.92,6.10699987411499,900.0,autopicker,0.94,ak16325968,2017-06-12 01:40:43.553000,,53.9604,-166.3588,,,,13.2,,1.2,ml,,,0.241,26.9,237.3,[19.         34.         19.39999962],[[1425.]],2017-06-12 01:40:44.560000,earthquake_local,AKMO.AV_20170612014043_EV
CN,BNAB,HH,53.4932,-130.6368,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:43:48,noise,BNAB.CN_20180115024348_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-27 19:58:24,noise,ARK1.7F_20100727195824_NO
AV,AUSB,BH,59.333,-153.4284,230.0,700.0,manual,0.75,17.010000228881836,2020.9,autopicker,0.63,ak18462361,2018-02-20 00:14:05.651000,1.07,59.9666,-152.7689,0.53,,5.148,102.1,0.2,2.3,ml,,,0.716,79.78,28.02,[16.60000038 19.         19.60000038],[[3199.]],2018-02-20 00:14:15.661000,earthquake_local,AUSB.AV_20180220001414_EV
PB,B024,EH,45.6378,-123.8558,37.7,800.0,manual,0.62,12.25,1782.0,manual,0.62,uw61316912,2017-10-11 07:34:07.570000,,45.5327,-122.8607,,68.0,,9.9,1.43,1.45,md,,[[295.  85. 150.]],0.7067,78.53,98.9,[13.60000038 15.10000038 10.69999981],[[2830.]],2017-10-11 07:34:11.820000,earthquake_local,B024.PB_20171011073410_EV
CN,A11,HH,47.2431,-70.1969,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 16:03:54,noise,A11.CN_20180116160354_NO
PB,B028,EH,44.493667,-122.963833,140.0,800.0,manual,0.64,9.1899995803833,1509.0,manual,0.57,uw61225197,2016-12-21 10:53:34.810000,,44.89867,-122.6565,,,,17.7,,2.38,ml,,,0.4605,51.18,28.5,[48.09999847 47.40000153 46.        ],[[2790.]],2016-12-21 10:53:36,earthquake_local,B028.PB_20161221105335_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,800.0,manual,0.63,4.840000152587891,1156.0,manual,0.54,hv61402946,2016-09-07 23:06:29.240000,,19.34433,-155.21317,,,,31.09,,1.72,md,,,0.05467,6.08,119.9,[ 7.80000019 12.10000038 16.60000038],[[2106.]],2016-09-07 23:06:26.080000,earthquake_local,AHUD.HV_20160907230625_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-30 14:35:00,noise,AHUD.HV_201110301435_NO
LD,ALLY,HH,41.6492,-80.144798,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 08:11:24,noise,ALLY.LD_20180116081124_NO
AV,AKS,EH,54.1095,-165.6987,213.0,500.0,manual,0.95,16.208999633789062,1761.4,manual,0.57,ak17680229,2017-12-26 12:42:58.597000,,53.6318,-164.4716,,,,21.9,,2.1,ml,,,0.867,96.65,123.93,[30.10000038 32.         26.70000076],[[3199.]],2017-12-26 12:43:09.806000,earthquake_local,AKS.AV_20171226124308_EV
ET,ASTN,EH,36.327,-83.476,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 17:12:30,noise,ASTN.ET_20180115171230_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,403.0,autopicker,0.67,7.590000152587891,980.0,autopicker,1.0,hv60914366,2015-05-03 11:41:53.030000,,19.369,-155.04433,,,,6.26,,0.79,md,,,0.3898,43.38,91.0,[18.         -2.20000005 -2.0999999 ],[[2866.]],2015-05-03 11:41:56.590000,earthquake_local,AIND.HV_20150503114155_EV
PB,B058,EH,36.7995,-121.5808,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-29 13:35:00,noise,B058.PB_201012291335_NO
GE,BOAB,HH,12.4493,-85.665901,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 16:15:18,noise,BOAB.GE_20180115161518_NO
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 18:58:54,noise,AP01.C1_20180116185854_NO
SN,AL5S,EH,36.8596,-116.4556,1366.0,700.0,manual,0.0,5.008419990539551,1068.278,manual,0.0,nn00185035,2006-06-24 16:07:01.208000,,36.9457,-116.7416,0.1302,129.83,0.0,4.2,5.0,0.0,ml,NN,,0.245,27.22,290.49,[22.89999962 20.20000076 18.89999962],[[2014.]],2006-06-24 16:06:59.216420,earthquake_local,AL5S.SN_20060624160658_EV
PB,B065,EH,36.743667,-121.474167,643.0,600.0,manual,0.65,4.059999942779541,897.0,manual,0.53,nc72163366,2014-02-11 14:02:38.420000,,36.821,-121.29917,,,,11.48,,0.96,md,,,0.1604,17.82,61.1,[30.39999962 31.79999924 26.89999962],[[1372.]],2014-02-11 14:02:36.480000,earthquake_local,B065.PB_20140211140235_EV
LD,BRNY,HH,41.414036,-74.011889,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 13:08:54,noise,BRNY.LD_20180115130854_NO
CN,BNAB,HH,53.4932,-130.6368,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 04:53:18,noise,BNAB.CN_20180115045318_NO
PB,B047,EH,40.25047,-124.17133,80.0,400.0,manual,0.6,8.119999885559082,1046.0,manual,0.54,nc71758895,2012-04-05 14:20:29.770000,,40.036,-123.7746667,0.24,116.0,0.49,15.44,0.85,1.65,md,NC,,0.3721,41.35,125.3,[40.90000153 39.90000153 32.40000153],[[1706.]],2012-04-05 14:20:33.890000,earthquake_local,B047.PB_20120405142032_EV
PB,B045,EH,40.436,-123.9965,29.4,900.0,manual,0.48,10.239999771118164,1654.0,manual,0.0,nc73044926,2018-07-13 19:40:29.080000,,40.7193,-124.5392,,,,17.3,,2.8,md,,,0.501,55.61,304.3,[50.70000076 49.70000076 46.5       ],[[2179.]],2018-07-13 19:40:30.320000,earthquake_local,B045.PB_20180713194030_EV
KR,ARK,BH,41.799999,71.966667,1420.0,500.0,manual,0.5,25.309999465942383,2220.0,manual,0.5,602770074,2013-03-26 11:20:42.19,1.7,40.5435,72.2807,0.999,192.431,9.87984,4.94,,3.2,mb,,,1.28,142.01,349.3,[21.60000038 18.5        19.        ],[[5900.]],2013-03-26 11:21:02.500000,earthquake_local,ARK.KR_20130326112101_EV
PB,B046,EH,40.32197,-124.2843,44.0,800.0,manual,0.65,9.279999732971191,1519.0,manual,0.58,nc72108406,2013-11-16 08:40:06.750000,,40.783,-124.32217,,,,22.33,,1.9,ml,,,0.4631,51.3,356.4,[30.20000076 29.5        27.29999924],[[2370.]],2013-11-16 08:40:08.030000,earthquake_local,B046.PB_20131116084007_EV
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.65,4.110000133514404,1106.0,manual,0.53,nc72240106,2014-06-19 07:12:27.950000,,36.8895,-121.34817,,,,8.49,,0.84,md,,,0.1775,19.71,34.7,[14.89999962 17.         13.80000019],[[1855.]],2014-06-19 07:12:24.060000,earthquake_local,B065.PB_20140619071223_EV
TA,A21K,BH,71.3221,-156.6175,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-26 07:38:00,noise,A21K.TA_201807260738_NO
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:22:24,noise,ANGG.DK_20180115002224_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,396.0,autopicker,0.88,1.409999966621399,536.0,autopicker,0.97,hv70380941,2018-07-08 05:36:59.110000,,19.39983,-155.30051,,,,1.41,,1.86,ml,,,0.04487,4.99,308.0,[21.         15.60000038 32.09999847],[[1352.]],2018-07-08 05:36:56.560000,earthquake_local,AHUD.HV_20180708053655_EV
AV,AMKA,BH,51.3771,179.3,116.0,700.0,manual,0.83,8.690999984741211,1331.9,manual,0.73,ak011ywhh2w,2011-01-21 10:41:29.843000,,51.5793,179.8716,0.53,,0.0,8.7,0.2,2.3,ml,,,0.406,45.64,60.75,[30.70000076 24.89999962 24.20000076],[[2963.]],2011-01-21 10:41:31.534000,earthquake_local,AMKA.AV_20110121104130_EV
KR,ARSB,BH,41.32333,72.98111,1378.0,500.0,manual,0.5,18.670000076293945,1780.0,manual,0.5,606443615,2014-04-26 13:57:25.43,1.12,42.2537,72.4798,1.171,80.667,4.31089,4.65,,2.4,mb,,,1.0,111.42,157.8,[11.60000038 12.30000019 12.        ],[[5900.]],2014-04-26 13:57:39.100000,earthquake_local,ARSB.KR_20140426135738_EV
PB,B045,EH,40.436,-123.9965,29.4,700.0,manual,0.69,4.789999961853027,1112.0,manual,0.69,nc72237701,2014-06-14 11:51:25.500000,,40.5905,-124.09,,,,18.73,,2.18,md,,,0.1703,18.9,335.3,[51.59999847 48.90000153 43.29999924],[[1813.]],2014-06-14 11:51:23.290000,earthquake_local,B045.PB_20140614115122_EV
CN,BMTB,HH,56.0451,-122.1332,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 18:21:06,noise,BMTB.CN_20180115182106_NO
ZQ,AAM3,HH,-26.374,27.416,1597.1,1237.2,autopicker,0.68,3.920000076293945,1447.2,autopicker,0.8,391432,2008-06-14 16:39:48.600,0.55,-26.391,27.432,0.2,217.0,3.8,2.0,,1.7,ml,,,0.0222,2.47,139.7136,[ 0.40000001 26.29999924 27.89999962],[[2062.]],2008-06-14 16:39:40.148000,earthquake_local,AAM3.ZQ_20080614163939_EV
AK,ANM,BH,64.5646,-165.3732,338.0,700.0,manual,0.54,14.270999908447266,1665.1,manual,0.6,ak18575507,2018-02-18 16:43:11.451000,1.24,65.2235,-166.0573,0.61,,4.564,9.9,0.8,2.5,ml,,,0.72,79.92,335.92,[46.79999924 43.5        42.29999924],[[2563.]],2018-02-18 16:43:18.722000,earthquake_local,ANM.AK_20180218164318_EV
PB,B054,EH,37.8602,-122.1995,405.6,400.0,manual,0.62,4.829999923706055,787.0,manual,0.55,nc72453866,2015-05-23 01:43:39.530000,,37.71267,-122.0125,,,,5.37,,1.08,md,,,0.209,23.23,135.0,[14.39999962 20.79999924 12.39999962],[[2348.]],2015-05-23 01:43:40.360000,earthquake_local,B054.PB_20150523014339_EV
PB,B066,EH,36.857533,-121.592167,67.0,800.0,manual,0.66,0.6100000143051147,853.0,manual,0.58,nc72157831,2014-02-06 23:41:48.090000,,36.85233,-121.577,,,,3.68,,0.7,md,,,0.01351,1.47,113.2,[25.60000038 26.10000038 26.        ],[[1811.]],2014-02-06 23:41:40.700000,earthquake_local,B066.PB_20140206234139_EV
PB,B065,EH,36.743667,-121.474167,643.0,700.0,manual,0.53,3.190000057220459,928.0,manual,0.0,nc71818646,2012-07-19 08:13:27.290000,,36.6861667,-121.3031667,0.07,73.0,0.33,8.42,0.58,0.68,md,NC,,0.1486,16.56,112.8,[22.10000038 22.5        17.89999962],[[2311.]],2012-07-19 08:13:23.480000,earthquake_local,B065.PB_20120719081322_EV
AE,113A,HH,32.768299,-113.766701,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 14:44:06,noise,113A.AE_20180116144406_NO
AE,BABIT,HH,35.745548,-112.422218,1693.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:40:06,noise,BABIT.AE_20180115014006_NO
AV,AU22,BH,59.3702,-153.3573,105.0,700.0,manual,0.95,14.142000198364258,1825.7,manual,0.73,ak16399277,2017-08-02 01:45:24.028000,,59.765,-152.699,,,,88.3,,1.5,ml,,,0.517,57.61,40.47,[10.30000019 19.10000038  6.4000001 ],[[3199.]],2017-08-02 01:45:31.170000,earthquake_local,AU22.AV_20170802014530_EV
KZ,ABKAR,BH,49.2556,59.9431,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-25 02:45:00,noise,ABKAR.KZ_200702250245_NO
PB,B047,EH,40.25047,-124.17133,80.0,1000.0,manual,0.43,15.68000030517578,2414.0,manual,0.0,nc72358041,2014-11-29 23:48:37.570000,,40.273,-125.3892,,,,27.8,,3.3,ml,,,0.9315,103.4,271.4,[56.09999847 57.29999924 52.        ],[[4198.]],2014-11-29 23:48:43.250000,earthquake_local,B047.PB_20141129234843_EV
EC,ANTS,HH,-0.4973,-78.170403,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 18:14:06,noise,ANTS.EC_20180115181406_NO
PB,B040,EH,41.8308,-122.40383,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-21 22:00:00,noise,B040.PB_201612212200_NO
AV,ANCK,BH,58.1981,-155.4961,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-13 19:50:00,noise,ANCK.AV_201802131950_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-27 09:35:00,noise,AHUD.HV_201702270935_NO
PB,B013,EH,47.813,-122.9108,75.3,400.0,manual,0.95,12.239999771118164,1366.0,manual,0.93,uw10743838,2008-05-11 18:10:55.730000,,47.3072,-122.2247,0.29,47.0,0.4,20.89,0.29,2.1,md,,"[[8.0e+01 9.0e+01 1.0e+10]
 [3.5e+02 4.0e+01 1.0e+10]]",0.6871,76.35,137.8,[25.5        23.29999924 20.60000038],[[2277.]],2008-05-11 18:11:03.970000,earthquake_local,B013.PB_20080511181102_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-30 06:16:00,noise,AHUD.HV_201310300616_NO
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-25 15:08:00,noise,ASNY.LD_201701251508_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26 14:04:00,noise,AKUT.AT_201504261404_NO
PB,B932,EH,40.28413,-124.20469,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-02 10:18:00,noise,B932.PB_201008021018_NO
LD,BRNY,HH,41.414036,-74.011889,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 22:47:06,noise,BRNY.LD_20180115224706_NO
BK,BL67,HH,37.87492,-122.24318,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-25 03:19:00,noise,BL67.BK_201705250319_NO
5H,BEAR,HH,37.528999,-78.287003,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 10:39:06,noise,BEAR.5H_20180116103906_NO
AC,BCI,HH,42.3666,20.067499,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:03:00,noise,BCI.AC_20180115080300_NO
N4,ABTX,HH,32.6238,-99.6431,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 04:53:00,noise,ABTX.N4_201808310453_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,703.0,autopicker,0.9,1.3899999856948853,949.0,autopicker,0.93,hv70458622,2018-07-22 06:10:07.370000,,19.4065,-155.26683,,,,0.87,,2.48,ml,,,0.0349,3.88,354.0,[34.59999847 31.79999924 41.90000153],[[2390.]],2018-07-22 06:10:01.730000,earthquake_local,AHUD.HV_20180722061000_EV
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.64,4.559999942779541,1138.0,manual,0.57,nc72126396,2013-12-18 10:19:40.670000,,36.619,-121.236,,,,5.2,,0.7,md,,,0.2288,25.39,123.1,[14.39999962 16.39999962 14.10000038],[[2401.]],2013-12-18 10:19:37.230000,earthquake_local,B065.PB_20131218101936_EV
TA,109C,HH,32.8889,-117.1051,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-28 20:30:00,noise,109C.TA_201708282030_NO
PB,B058,EH,36.7995,-121.5808,114.2,700.0,manual,0.64,1.4299999475479126,804.0,manual,0.53,nc72752260,2017-01-14 21:42:53.120000,,36.851,-121.57633,,,,4.16,,1.04,md,,,0.05153,5.73,4.0,[41.5        41.29999924 42.29999924],[[1815.]],2017-01-14 21:42:47.550000,earthquake_local,B058.PB_20170114214246_EV
HL,ARG,SH,36.21356,28.12122,148.0,600.0,manual,0.5,11.8100004196167,1520.0,manual,0.5,13489815,2008-03-16 06:03:52.69,0.55,35.9892,27.394,0.9456,121.713,7.2236,12.8,,2.8,md,,,0.64,70.06,68.9,[17.5        21.60000038 22.5       ],[[5080.]],2008-03-16 06:03:58.500000,earthquake_local,ARG.HL_20080316060357_EV
PB,B046,EH,40.32197,-124.2843,44.0,500.0,manual,0.42,9.710000038146973,1223.0,manual,0.0,nc72509656,2015-08-20 20:36:09.550000,,40.5577,-124.8825,,,,24.8,,2.8,md,,,0.5135,57.0,297.2,[43.70000076 43.5        42.20000076],[[1702.]],2015-08-20 20:36:14.260000,earthquake_local,B046.PB_20150820203614_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,900.0,manual,0.67,1.2799999713897705,989.0,manual,0.58,hv70086666,2018-04-20 22:01:10.680000,,19.38967,-155.2775,,,,1.56,,1.21,md,,,0.02236,2.49,323.8,[33.5        33.59999847 38.40000153],[[2156.]],2018-04-20 22:01:02.960000,earthquake_local,AHUD.HV_20180420220101_EV
AV,AUSB,BH,59.333,-153.4284,230.0,381.0,autopicker,0.51,12.039999961853027,1379.0,autopicker,0.49,ak16334120,2017-07-15 05:49:09.410000,,58.8902,-152.7164,,,,56.5,,2.2,ml,,,0.574,64.01,140.77,[33.20000076 23.5        25.39999962],[[3199.]],2017-07-15 05:49:17.640000,earthquake_local,AUSB.AV_20170715054916_EV
